物件種別,物件コード,問合せコード,外部物件区分,外部物件コード,現況,公開状態,エラー,賃料,間取,所在階,築年月,物件名,フリガナ,所在地,管理費,共益費,敷金,礼金,保証金,敷引,更新料,面積（土地）,面積（専有）,坪数(代表),坪単価(代表),物件確認日,登録日,更新日,自社先物,取引態様,業者名,元付担当者,TEL,駐車場,物件メモ,郵便番号
倉庫,R00177-004139,,,,空,公開可,無,294800,,階,2025年09月,福岡県久留米市御井旗崎3丁目の貸倉庫・事務所【40坪】,,福岡県久留米市御井旗崎３丁目5-1,,,8.00,1.00,,,,,133.92,40.51,7278,2026/06/24,"2025/02/28 16:14","2025/11/14 17:41",先物(仲介),,株式会社立地ライズ,-,"=""092-292-5681""",空有,BLESS久留米Ⅱ　A・Cタイプ,8390841
倉庫,R00177-004316,,,,居住中,アーカイブ(成約),無,583000,,階,2011年03月,福岡県久留米市東合川3丁目の貸店舗・事務所【89坪】,,福岡県久留米市東合川３丁目13-5,,,6.00,1.00,,,,992.33,295.04,89.24,6533,2025/10/09,"2025/10/09 10:24","2025/11/14 17:39",先物(仲介),,株式会社立地ライズ,-,"=""092-292-5681""",空有,,8390809
店舗事務所(建物一括),R00177-004196,,,,空,アーカイブ(成約),無,352000,,階,1990年01月,福岡県久留米市東合川2丁目の貸店舗・事務所【84坪】,,福岡県久留米市東合川２丁目5-15,,,3.00,1.00,,,16500,277.80,277.80,84.03,4189,2025/10/08,"2025/04/24 12:05","2025/11/14 17:38",先物(仲介),,アサヒ住宅情報株式会社,-,"=""0942-36-1818""",空有,,8390809
倉庫,R00177-004326,,,,空,アーカイブ(成約),無,280000,,階,1993年06月,福岡県久留米市津福今町の貸倉庫【76坪】,,福岡県久留米市津福今町386-3-2,,,2.00,1.00,,,,,254.07,76.85,3644,2025/10/21,"2025/10/21 10:11","2025/11/14 17:18",先物(仲介),,(株)カミング,-,"=""0942-48-1979""",空有,,8300061
倉庫,R00177-004255,,,,居住中,アーカイブ(成約),無,238700,,階,1996年10月,福岡県福岡市博多区東那珂1丁目の貸倉庫・事務所【22坪】,,福岡県福岡市博多区東那珂１丁目6-37,,,5.00,,,4.00,8800,,75.56,22.85,10444,2025/10/08,"2025/07/10 15:06","2025/11/13 17:46",先物(仲介),,株式会社ハッピーエステート,-,"=""092-533-8844""",空有,"ふれんず住所「那珂1丁目」で登録あり
アコーンズ東那珂　11号室
※受付不可　　：　自動車整備、ショールーム、レンタカー事業は不可。
※受付不可　　：　外国籍、生き物・生ものなどの保管を目的とする内容等。
※契約形態　　：　法人契約限定　+　連帯保証人必須（法人代表者）
※サービス品　：　【瞬間湯沸かし器】【ブラインド一式】
※ネット環境　：　賃借人様にて確認　
※駐　車　場　：　3台目以降の空きは御座いません。",8120892
倉庫,R00177-004136,,,,建築中,アーカイブ(成約),無,258500,,階,2025年09月,福岡県久留米市御井旗崎3丁目の貸倉庫・事務所【33坪】,,福岡県久留米市御井旗崎３丁目5-1,,,8.00,1.00,,,,,110.60,33.45,7727,2025/06/19,"2025/02/28 15:54","2025/11/13 17:28",先物(仲介),,株式会社立地ライズ,-,"=""092-292-5681""",空有,久留米連棟オフィス　A区画　Aタイプ,8390841
倉庫,R00177-004223,,,,空,アーカイブ(成約),無,385000,,階,1973年01月,福岡県北九州市八幡西区夕原町の貸倉庫・工場【72坪】,,福岡県北九州市八幡西区夕原町3-21,,,,770000,,,,,240.00,72.6,5304,2025/10/07,"2025/05/30 09:59","2025/11/13 17:25",先物(仲介),,?縣産業株式会社,-,"=""093-923-0130""",空有,"クレーン2.8t（物件資料に写真あり）
天高：9m-5.6m
クレーン下：6.3m
床コンクリート、耐荷重不明",8070813
貸地,R00177-004311,,,,古家付,公開可,無,1800000,,階,-,福岡県北九州市小倉南区大字朽網の貸地【1946坪】,,福岡県北九州市小倉南区大字朽網3914-51,,,4.00,2.00,,,,6433.41,,1946.1,925,2026/06/24,"2025/10/02 10:30","2025/11/13 17:05",先物(仲介),,株式会社ミクニ,-,"=""093-541-0392""",,,8000231
倉庫,R00177-004237,,,,空,アーカイブ(成約),無,297000,,階,1990年09月,福岡県北九州市小倉北区若富士町の貸倉庫・事務所【55坪】,,福岡県北九州市小倉北区若富士町7-10,,,,2.00,,,,,182.90,55.32,5369,2025/11/13,"2025/06/18 11:56","2025/11/13 17:03",先物(仲介),,?縣産業株式会社,-,"=""093-923-0130""",空有,"R00177-004245　A区画
R00177-004246　A・B区画",8020063
店舗事務所(建物一括),R00177-004158,,,,空,アーカイブ(成約),無,550000,,階,2022年06月,宮崎県宮崎市大字恒久の貸店舗・事務所【38坪】,,宮崎県宮崎市大字恒久735-1,,,5000000,,,,,796.35,128.00,38.72,14205,2025/11/13,"2025/03/18 12:07","2025/11/13 16:17",先物(仲介),,株式会社センチュリーダイソー　福岡支店,-,"=""092-409-0188""",空有,,8800916
貸地,R00177-004197,,,,更地,アーカイブ(成約),無,2800000,,階,-,福岡県朝倉郡筑前町栗田の貸地【4515坪】,,福岡県朝倉郡筑前町栗田2736-1,,,10.00,,,,,14928.00,,4515.72,621,2025/10/06,"2025/04/25 10:41","2025/11/12 17:36",先物(仲介),,（株）シンセイ・プラスワン,-,"=""092-791-1184""",,売買あり：B00177-000353,8380801
倉庫,R00177-004235,,,,空,アーカイブ(成約),無,374000,,階,1992年08月,福岡県久留米市東合川7丁目の貸倉庫・事務所【99坪】,,福岡県久留米市東合川７丁目8-30,,,3.00,,,,,,328.07,99.24,3769,2025/09/10,"2025/06/17 10:35","2025/11/08 14:49",先物(仲介),,株式会社駅前不動産　久留米インター店,-,"=""0942-45-8848""",空有,"仲介中

クレーン：2t（写真あり）
過去3回床上浸水履歴あり（最大で男性の腰くらい、直近2～3年前）
水道メーターにキーボックスあり【1704】
担当：キヤマ様
応接室エアコンは古いため交換予定
8月末現在：オーナー、定借に変更するか検討中（将来取り壊しの検討もしている）
　具体的に方向性定まっていないとのことで、ふれんず落としている状況
9月5日：定借20年で変更予定、途中解約あり（違約金：1年未満2ヶ月、2年未満1ヶ月）
　　　ふれんず掲載まで一旦条件変更待ちとの依頼",8390809
倉庫,R00177-004224,,,,空,アーカイブ(成約),無,990000,,階,1969年11月,福岡第4倉庫／A棟1階【345坪】,,福岡県久留米市上津町1890-3,110000,,4.00,2.00,,,,2096.00,1143.55,345.92,2862,2025/10/29,"2025/05/30 14:09","2025/10/29 10:10",自社,代理,株式会社センチュリーダイソー　福岡支店,-,"=""092-409-0188""",空有,"1階のみ
倉庫　1042.81㎡　天井高3.8～4.5ｍ　シャッターW4.4　H3.7
事務所（中2階）100.74㎡　天井高2.1～2.4ｍ
プラットフォーム高さ90cm

[接道]・西側国道　幅員約15～16ｍ　・防火指定：法22条区域・権利：所有権、地目：宅地、建ぺい率60％、容積率200％・平成18年3月増築　・電気ガス：調査中、水道排水：公営・特別用途地区：大規模集客施設制限地区・住居誘導区域、景観計画（市街地部：周辺市街地地域）・付属建物：倉庫/鉄筋コンクリート造陸屋根4階建、2,573.26m2（約778.41坪）昭和56年10月築
",8300052
貸地,R00177-004120,,,,更地,公開可,無,200000,,階,-,福岡県糸島市新田の貸地【355坪】,,福岡県糸島市新田35-1,,,6.00,1.00,,,,1176.00,,355.74,563,2026/06/25,"2025/02/17 12:00","2025/10/24 10:43",先物(仲介),,（株）へいせい　福岡西店,-,"=""092-807-8555""",,前面道路水道あり、電気使用可,8191114
倉庫,R00177-004175,,,,築後未入居,公開可,無,550000,,階,2025年06月,福岡県福岡市東区原田3丁目の貸倉庫・事務所【53坪】,,福岡県福岡市東区原田３丁目7-55,,11000,6.00,,,,,,177.38,53.65,10251,2026/06/11,"2025/04/07 13:57","2025/10/23 17:08",先物(仲介),,（株）特建,-,"=""092-512-1980""",空有,"20251023　3～6号室　空き
FLAGS箱崎公園前　2～6号室",8120063
倉庫,R00177-004116,,,,使用中,アーカイブ(成約),無,143000,,階,1988年01月,福岡県大川市中木室の貸倉庫【84坪】,,福岡県大川市大字中木室99,,,3.00,,,,,,278.30,84.18,1699,2025/10/07,"2025/02/13 17:24","2025/10/21 17:33",自社,一般媒介,株式会社センチュリーダイソー　福岡支店,-,"=""092-409-0188""",空有,"オーナー反響：水落様
売買不可、築月不明（1975年築）
別途倉庫あり（左手水色の倉庫）別途契約相談可
20251009 成約済みとの事で連絡",8310014
倉庫,R00177-004310,,,,居住中,アーカイブ(成約),無,495000,,階,1979年04月,福岡県福岡市東区社領2丁目の貸工場・事務所【68坪】,,福岡県福岡市東区社領２丁目21-31,,,4.00,2.00,,,,278.00,226.30,68.45,7231,2025/10/17,"2025/10/01 12:05","2025/10/17 16:22",先物(仲介),,株式会社ＥＳＴＡＳ,-,"=""092-534-8866""",空有,,8120068
貸地,R00177-004323,,,,更地,公開可,無,450000,,階,-,福岡県久留米市国分町の貸地【211坪】,,福岡県久留米市国分町1168-6,,,3.00,,,,,700.00,,211.75,2126,2026/06/24,"2025/10/17 10:43","2025/10/17 16:03",先物(仲介),,（株）ダイナックス,-,"=""0942-22-1066""",,奥側の砂利敷き部分のみ,8390863
倉庫,R00177-004292,,,,居住中,アーカイブ(成約),無,440000,,階,2012年03月,福岡県大野城市仲畑1丁目の貸倉庫・事務所【51坪】,,福岡県大野城市仲畑１丁目35-19,,,6.00,,,,,,168.87,51.08,8614,2025/10/16,"2025/08/28 17:47","2025/10/16 17:05",先物(仲介),,株式会社大熊建設,-,"=""092-504-3142""",空有,オフィスパレア仲畑Ⅲ　2号室,8160921
店舗事務所(建物一括),R00177-004161,,,,使用中,アーカイブ(成約),無,464200,,3階,2020年04月,フィル・パーク　キャナルシティサイド｜3F,,福岡県福岡市博多区住吉２丁目16-38,,,6.00,1.00,,,,,77.42,23.41,19822,2025/10/07,"2025/03/24 16:26","2025/10/14 17:51",自社,一般媒介,株式会社センチュリーダイソー　福岡支店,-,"=""092-409-0188""",無,"9/1入居予定
造作譲渡相談可（美容室居抜き）",8120018
倉庫,R00177-004142,,,,居住中,アーカイブ(成約),無,990000,,階,1990年10月,福岡県福岡市博多区東光寺町2丁目の貸倉庫【155坪】,,福岡県福岡市博多区東光寺町２丁目9-60,,,,,,,,,514.08,155.5,6367,2025/10/14,"2025/03/03 11:15","2025/10/14 14:40",先物(仲介),,センチュリー21(株)みずほ不動産,-,"=""092-431-3933""",,"クレーン1t
※専任：理創より元付変更の連絡ありのためアーカイブ設定
　オーナー様の条件が厳しいとの事
2025/7/25　みずほ不動産元付にて再掲載",8120896
店舗事務所(建物一括),R00177-004295,,,,居住中,アーカイブ(成約),無,320000,,階,2004年08月,福岡県筑紫野市原田3丁目の貸店舗・事務所【33坪】,,福岡県筑紫野市原田３丁目19-1,,,640000,320000,,,,,111.42,33.7,9495,2025/10/09,"2025/09/02 13:37","2025/10/09 09:10",先物(仲介),,青山地建（株）,-,"=""092-924-4111""",空有,,8180024
倉庫,R00177-004288,,,,空,公開可,無,380000,,階,1980年12月,福岡県築上郡吉富町大字直江の貸倉庫【98坪】,,福岡県築上郡吉富町大字直江595,,,,,,,,3105.43,325.10,98.34,3865,2026/06/25,"2025/08/27 11:24","2025/10/08 15:17",先物(仲介),,則本不動産,-,"=""0979-82-1463""",空有,,8710831
倉庫,R00177-004268,,,,空,アーカイブ(成約),無,660000,,階,1981年08月,福岡県糟屋郡宇美町平和1丁目の貸倉庫【251坪】,,福岡県糟屋郡宇美町平和１丁目16-1,,,2.00,,,,,,830.83,251.32,2627,2025/09/03,"2025/07/31 11:21","2025/10/08 14:52",先物(仲介),,（株）東部不動産センター,-,"=""092-681-0884""",空有,"1Fのみ
駐車場4～5台",8112121
店舗事務所(建物一括),R00177-004095,,,,空,アーカイブ(成約),無,253000,,階,2024年11月,福岡県春日市昇町8丁目の貸店舗・事務所【20坪】,,福岡県春日市昇町８丁目65-3,,,3.00,2.00,,,,,66.24,20.03,12627,2025/09/12,"2025/01/23 11:43","2025/10/08 14:36",先物(仲介),,（株）志岐不動産,-,"=""092-552-3700""",空有,,8160851
店舗事務所(建物一括),R00177-004046,,,,築後未入居,アーカイブ(成約),無,242000,,階,2024年03月,福岡県春日市昇町1丁目の貸店舗・事務所【17坪】,,福岡県春日市昇町１丁目23-2,,,,,,,,152.07,57.96,17.53,13803,2025/09/12,"2024/12/04 12:25","2025/10/08 14:35",先物(仲介),,株式会社緒方不動産,-,"=""092-565-2193""",空有,3/24物確：空き、内覧現地キー,8160851
店舗事務所(建物一括),R00177-004104,,,,空,アーカイブ(成約),無,330000,,階,2006年12月,福岡県久留米市山川野口町の貸店舗・事務所【55坪】,,福岡県久留米市山川野口町16-43,,,2000000,,,,,718.00,184.55,55.82,5912,2025/09/02,"2025/02/04 09:49","2025/10/08 13:49",先物(仲介),,（有）豊福外森不動産,-,"=""0942-43-3437""",空有,飲食店不可,8390816
倉庫,R00177-004299,,,,居住中,アーカイブ(成約),無,253000,,階,1988年05月,福岡県福岡市博多区金の隈1丁目の貸倉庫・事務所【36坪】,,福岡県福岡市博多区金の隈１丁目28-45,,,3.00,,,,,,119.52,36.15,6998,2025/09/09,"2025/09/09 12:04","2025/10/08 13:16",先物(仲介),,不動産サービス福岡（株）,-,"=""092-595-8830""",空有,ゼロス金隈　103,8120863
倉庫,R00177-004001,,,,空,アーカイブ(成約),無,770000,,階,2005年02月,福岡県福岡市博多区西月隈3丁目の貸倉庫・事務所【76坪】,,福岡県福岡市博多区西月隈３丁目1-39,,,3.00,1.00,,,,,254.02,76.84,10021,2025/09/12,"2024/10/21 10:32","2025/10/07 18:07",先物(仲介),,（株）エー・エヌ・ホーム,-,"=""092-512-2122""",空有,元付複数あり,8120857
倉庫,R00177-004244,,,,空,アーカイブ(成約),無,775016,,階,1995年08月,福岡県福岡市博多区西月隈1丁目の貸倉庫・事務所【88坪】,,福岡県福岡市博多区西月隈１丁目6-6,,,8.00,,,,,,291.15,88.07,8800,2025/09/12,"2025/06/25 11:48","2025/10/07 18:06",先物(仲介),,株式会社理創,-,"=""092-461-2333""",空有,三弘エアポートビルⅡ　3・4号室,8120857
倉庫,R00177-004166,,,,空,アーカイブ(成約),無,1305392,,階,1995年08月,福岡県福岡市博多区西月隈1丁目の貸倉庫・事務所【148坪】,,福岡県福岡市博多区西月隈１丁目6-6,,,8.00,,,,,,490.38,148.33,8801,2025/09/12,"2025/03/27 12:09","2025/10/07 18:05",先物(仲介),,株式会社理創,-,"=""092-461-2333""",空有,三弘エアポートビルⅡ　一棟,8120857
店舗事務所(建物一括),R00177-004293,,,,空,アーカイブ(成約),無,200000,,階,1994年02月,福岡県北九州市八幡西区三ケ森4丁目の貸店舗・事務所【25坪】,,福岡県北九州市八幡西区三ケ森４丁目2-20,,,2.00,2.00,,,,,85.85,25.96,7702,2025/09/08,"2025/08/29 14:41","2025/10/07 16:34",先物(仲介),,（有）三ヶ森不動産センター,-,"=""093-613-5755""",空有,,8070843
倉庫,R00177-004088,,,,空,アーカイブ(成約),無,482790,,階,2025年02月,福岡県福岡市博多区堅粕4丁目の貸事務所【39坪】,,福岡県福岡市博多区堅粕４丁目1,,87780,6.00,,,,,,131.92,39.9,12099,2025/09/30,"2025/01/17 15:16","2025/10/02 17:42",先物(仲介),,株式会社理創,-,"=""092-461-2333""",空有,"嶋井ビジネスパーク　D（南3・4）
3号室空き",8120043
倉庫,R00177-004138,,,,空,公開可,無,276100,,階,2025年09月,福岡県久留米市御井旗崎3丁目の貸倉庫・事務所【35坪】,,福岡県久留米市御井旗崎３丁目5-1,,,8.00,1.00,,,,,118.50,35.84,7703,2026/06/24,"2025/02/28 16:05","2025/10/01 17:28",先物(仲介),,株式会社立地ライズ,-,"=""092-292-5681""",空有,BLESS久留米Ⅰ　Cタイプ,8390841
倉庫,R00177-004137,,,,空,公開可,無,265100,,階,2025年09月,福岡県久留米市御井旗崎3丁目の貸倉庫・事務所【34坪】,,福岡県久留米市御井旗崎３丁目5-1,,,8.00,1.00,,,,,113.76,34.41,7704,2026/06/24,"2025/02/28 15:55","2025/10/01 17:18",先物(仲介),,株式会社立地ライズ,-,"=""092-292-5681""",空有,BLESS久留米Ⅰ　Bタイプ,8390841
倉庫,R00177-004287,,,,居住中,アーカイブ(成約),無,990000,,階,1999年10月,福岡県太宰府市水城2丁目の貸倉庫【120坪】,,福岡県太宰府市水城２丁目18-45,,,4.00,,,,1.00,1526.06,399.00,120.69,8203,2025/09/24,"2025/08/27 09:55","2025/09/24 11:23",先物(仲介),,昭和地所開発株式会社,-,"=""092-504-0088""",空有,申込１件あり、２番手不可2025.9.22,8180131
倉庫,R00177-004296,,,,空,アーカイブ(成約),無,242000,,階,1991年07月,福岡県糟屋郡粕屋町大字仲原の貸倉庫・工場【43坪】,,福岡県糟屋郡粕屋町大字仲原1779-1,,,3.00,1.00,,3.00,,256.00,144.30,43.65,5545,2025/09/18,"2025/09/05 11:54","2025/09/18 10:31",自社,一般媒介,株式会社センチュリーダイソー　福岡支店,-,"=""092-409-0188""",空有,"仲介中
部分貸し
9/11　元付センチュリーダイソーへ変更",8112304
貸地,R00177-004239,,,,更地,アーカイブ(成約),無,900000,,階,-,福岡県古賀市筵内の貸地【1331坪】,,福岡県古賀市筵内2039-1,,,1.00,,,,,4400.00,,1331,677,2025/08/26,"2025/06/20 11:58","2025/09/12 14:43",先物(仲介),,株式会社　東聖ハウジング,-,"=""092-963-5720""",,"むしろうち
※建築不可（調整区域＋オーナー意向）、スクラップ工場不可",8113121
店舗事務所(建物一括),R00177-004283,,,,空,アーカイブ(成約),無,715000,,階,1989年11月,福岡県古賀市新原の貸店舗・事務所【112坪】,,福岡県古賀市新原983-13,,,,,8.00,,,935.52,371.62,112.41,6361,2025/08/19,"2025/08/19 10:52","2025/09/12 14:41",先物(仲介),,（株）フロム・ゼロ,-,"=""03-6384-0200""",空有,,8113127
倉庫,R00177-004176,,,,使用中,アーカイブ(成約),無,1485000,,階,2006年08月,福岡県太宰府市大佐野3丁目の貸倉庫【401坪】,,福岡県太宰府市大佐野３丁目1-11,,,6.00,2.00,,,,1856.52,1328.76,401.94,3695,2025/08/26,"2025/04/08 10:51","2025/09/12 13:19",先物(仲介),,(株)イマス　福岡営業所,-,"=""092-414-8150""",空有,"現在10月末退去予定　（前後の可能性あり）
内覧OK、日程調整の上
広告料あり（満額の場合）
検査済証あり",8180134
