暔審庬暿,暔審僐乕僪,栤崌偣僐乕僪,奜晹暔審嬫暘,奜晹暔審僐乕僪,尰嫷,岞奐忬懺,僄儔乕,捓椏,娫庢,強嵼奒,抸擭寧,暔審柤,僼儕僈僫,強嵼抧,娗棟旓,嫟塿旓,晘嬥,楃嬥,曐徹嬥,晘堷,峏怴椏,柺愊乮搚抧乯,柺愊乮愱桳乯,捸悢(戙昞),捸扨壙(戙昞),暔審妋擣擔,搊榐擔,峏怴擔,帺幮愭暔,庢堷懺條,嬈幰柤,尦晅扴摉幰,TEL,挀幵応,暔審儊儌,梄曋斣崋
揦曑帠柋強(寶暔堦妵),R00175-013847,,,,嬻,傾乕僇僀僽(惉栺),柍,400000,,奒,1973擭01寧,枼柺巗惣彫楬4挌栚偺戄揦曑丒帠柋強亂133捸亃,,戝嶃晎枼柺巗惣彫楬係挌栚3-3,,,6.00,400000,,,,330.00,440.00,133.1,3006,2025/10/20,"2024/03/18 13:05","2025/12/16 10:29",愭暔(拠夘),,乮姅乯僥儞丒僐乕億儗乕僔儑儞,-,"=""072-734-7242""",嬻桳,"2025.10.20丂儗僀儞僘偼旕宖嵹偵偟偰偍傝丄
愱擟偼奜傟偰偄傞偑僆乕僫乕條傊偍榖偼壜擻偲偺偙偲丅
仺尰帪揰丄儗僀儞僘偵偰懠幮宖嵹柍偟丅",5620003
揦曑(寶暔堦妵),R00175-014773,,,,嬻,傾乕僇僀僽(惉栺),柍,0,,奒,-,嫗搒晎晳掃巗帤嫗揷偺戄揦曑亂122捸亃,,嫗搒晎晳掃巗帤嫗揷337-1,,,,,,,,1170.26,404.72,122.42,,2025/10/15,"2025/06/02 14:38","2025/12/16 10:28",愭暔(拠夘),,姅幃夛幮僇儉僥僀,-,"=""06-6225-9557""",,,6240823
揦曑(寶暔堦妵),R00175-014771,,,,嬻,傾乕僇僀僽(惉栺),柍,0,,奒,-,帬夑導挿昹巗暯曽挰偺戄揦曑,,帬夑導挿昹巗暯曽挰360-6,,,,,,,,161.83,,,,2025/10/15,"2025/06/02 14:15","2025/12/16 10:28",愭暔(拠夘),,姅幃夛幮僇儉僥僀,-,"=""06-6225-9557""",,,5260033
揦曑(寶暔堦妵),R00175-014770,,,,嬻,傾乕僇僀僽(惉栺),柍,0,,奒,-,榓壧嶳導榓壧嶳巗攡尨偺戄揦曑亂59捸亃,,榓壧嶳導榓壧嶳巗攡尨93-3,,,,,,,,1857.49,195.29,59.07,,2025/10/15,"2025/06/02 14:00","2025/12/16 10:28",愭暔(拠夘),,姅幃夛幮僇儉僥僀,-,"=""06-6225-9557""",,,6408452
揦曑(寶暔堦妵),R00175-014719,,,,嬻,傾乕僇僀僽(惉栺),柍,0,,奒,1992擭11寧,暫屔導恄屗巗撳嬫悈摴嬝係挌栚偺戄揦曑亂173捸亃,,暫屔導恄屗巗撳嬫悈摴嬝係挌栚1-16,,,,,12.00,,,,574.65,173.83,,2025/10/15,"2025/05/16 13:51","2025/12/16 10:28",愭暔(拠夘),,姅幃夛幮僇儉僥僀,揾栁偝傫丗090-2119-2538,"=""06-6225-9557""",,,6570831
揦曑(寶暔堦妵),R00175-014711,,,,嬻,傾乕僇僀僽(惉栺),柍,,,奒,1990擭03寧,抮揷巗敨捤侾挌栚偺戄揦曑亂127捸亃,,戝嶃晎抮揷巗敨捤侾挌栚10-1,,,,,12.00,,,613.65,420.64,127.24,,2025/10/15,"2025/05/15 12:04","2025/12/16 10:28",愭暔(拠夘),,姅幃夛幮僇儉僥僀,揾栁偝傫:090-2119-2538,"=""06-6225-9557""",嬻桳,,5630024
揦曑(寶暔堦妵),R00175-013925,,,,嬻,岞奐壜,柍,255000,,奒,1999擭04寧,暫屔導桲曐孲懢巕挰闎偺戄揦曑亂32捸亃,,暫屔導桲曐孲懢巕挰闎1157-1,,,2.00,2.00,,,,627.85,109.09,32.99,7728,2026/06/23,"2024/04/15 14:20","2025/12/16 10:27",愭暔(拠夘),,乮姅乯棾栰岺柋揦,-,"=""0791-62-1483""",嬻桳,"2025.12.15丂
丒捓椏丗29.8枩墌仺25.5枩墌
仸暔妋帪妋擣偟傑偟偨偑丄儗僀儞僘帒椏曄峏側偄偨傔偦偺傑傑偱偡丅

2025.10.20丂
丒捓椏丗33枩墌仺29.8枩墌",6711561
揦曑帠柋強(寶暔堦妵),R00175-013754,,,,嬻,傾乕僇僀僽(惉栺),柍,360000,,奒,1992擭09寧,暫屔導廎杮巗壓壛栁1挌栚偺戄揦曑丒帠柋強亂82捸亃,,暫屔導廎杮巗壓壛栁侾挌栚1-25,,,440000,440000,,,,1123.90,272.75,82.5,4364,2025/10/17,"2024/02/05 11:55","2025/12/16 10:09",愭暔(拠夘),,廎杮惢巻乮桳乯,-,"=""0799-22-2612""",嬻桳,2025.3.31丂捓椏曄峏44枩仺36枩,6560013
憅屔,R00175-014685,,,,嬻,傾乕僇僀僽(惉栺),柍,375000,,奒,-,暫屔導恄屗巗惣嬫巬媑4挌栚偺戄憅屔亂84捸亃,,暫屔導恄屗巗惣嬫巬媑係挌栚120,,,1.00,2.00,,,,,279.00,84.39,4444,2025/10/17,"2025/05/07 14:00","2025/12/15 14:56",愭暔(拠夘),,僙儞僠儏儕乕俀侾丂僫儕僇儚柀愳揦,-,"=""078-511-8445""",嬻桳,"2025.8.20丂
丒曄峏丗44枩墌仺37.5枩墌
丒峀崘椏丗1僇寧偁傝

丒A丄C嬫夋",6512133
憅屔,R00175-014674,,,,嬻,傾乕僇僀僽(惉栺),柍,500000,,奒,1986擭11寧,嶄巗拞嬫暁旜偺戄憅屔亂79捸亃,,戝嶃晎嶄巗拞嬫暁旜381,,,2.00,2.00,,,,363.60,263.50,79.7,6273,2025/10/17,"2025/04/30 13:17","2025/12/15 14:54",愭暔(拠夘),,僙儞僠儏儕乕俀侾丂偊傃偡晄摦嶻,-,"=""072-437-1521""",嬻桳,,5998254
揦曑(寶暔堦妵),R00175-014947,,,,嬻,傾乕僇僀僽(惉栺),柍,450000,,奒,2005擭01寧,愹戝捗巗埉挰偺戄揦曑亂39捸亃,,戝嶃晎愹戝捗巗埉挰23-52,,,5.00,1.00,,,,108.16,130.69,39.53,11383,2025/10/02,"2025/08/18 11:38","2025/12/15 14:54",愭暔(拠夘),,僙儞僠儏儕乕俀侾丂偊傃偡晄摦嶻,-,"=""072-437-1521""",嬻桳,"2025.10.2丂曄峏
丒捓椏丗50枩墌仺45枩墌",5950025
憅屔,R00175-014582,,,,嬻,傾乕僇僀僽(惉栺),柍,330000,,奒,1967擭09寧,抮揷巗搶嶳挰偺戄憅屔亂67捸亃,,戝嶃晎抮揷巗搶嶳挰993-2,,,5.00,3.00,,,,,222.75,67.38,4898,2025/10/17,"2025/03/12 14:18","2025/12/15 14:46",愭暔(拠夘),,乮姅乯僘乕儉,-,"=""072-736-9800""",嬻桳,,5630012
憅屔,R00175-015045,,,,嬻,傾乕僇僀僽(惉栺),柍,1296900,,奒,2025擭06寧,戝嶃巗搶惉嬫戝崱棦撿2挌栚偺戄憅屔亂117捸亃,,戝嶃晎戝嶃巗搶惉嬫戝崱棦撿俀挌栚9,,,8.00,,,2.00,,,389.97,117.96,10994,2025/10/02,"2025/10/02 10:14","2025/12/15 14:24",愭暔(拠夘),,僔乕價乕傾乕儖僀乕乮姅乯娭惣巟幮,-,"=""06-6292-1740""",嬻桳,"丒A嬫夋
",5370013
岺応,R00175-014648,,,,,傾乕僇僀僽(惉栺),柍,308000,,奒,1974擭03寧,戝嶃巗暯栰嬫挿媑弌屗7挌栚偺戄岺応亂37捸亃,,戝嶃晎戝嶃巗暯栰嬫挿媑弌屗俈挌栚3-4,,,1.00,1.00,,,,,122.52,37.06,8311,2025/10/17,"2025/04/17 13:11","2025/12/15 14:14",愭暔(拠夘),,乮桳乯嶰塰,-,"=""072-953-7427""",嬤桳,丒S-7嬫夋,5470011
揦曑帠柋強(寶暔堦妵),R00175-014972,,,,嬻,傾乕僇僀僽(惉栺),柍,352000,,奒,1996擭08寧,暫屔導昉楬巗撿忦2挌栚偺戄揦曑丒帠柋強亂69捸亃,,暫屔導昉楬巗撿忦俀挌栚145,,,2.00,2.00,,,,193.00,231.00,69.87,5038,2025/10/01,"2025/08/29 13:39","2025/12/15 13:59",愭暔(拠夘),,"姅幃夛幮Gran Homes",-,"=""079-287-3030""",嬻桳,,6700952
憅屔,R00175-014829,,,,嬻,傾乕僇僀僽(惉栺),柍,440000,,奒,-,暫屔導惣媨巗嶳岥挰壓嶳岥2挌栚偺戄憅屔亂54捸亃,,暫屔導惣媨巗嶳岥挰壓嶳岥俀挌栚6-97,,,,440000,,,,643.06,180.00,54.45,8081,2025/10/30,"2025/06/24 11:59","2025/12/15 13:53",愭暔(拠夘),,乮姅乯僉儏乕僐乕億儗乕僔儑儞,-,"=""0797-73-0041""",嬻桳,"2025.10.30
栭娫嶌嬈丄偐側傝偺壒偼NG",6511412
揦曑帠柋強(寶暔堦妵),R00175-014971,,,,嬻,傾乕僇僀僽(惉栺),柍,330000,,奒,1998擭04寧,暫屔導壛屆愳巗暿晎挰暿晎偺戄揦曑丒帠柋強亂21捸亃,,暫屔導壛屆愳巗暿晎挰暿晎532-1,,,,2.00,1.00,,,188.09,70.31,21.26,15516,2025/10/01,"2025/08/29 13:25","2025/12/15 13:21",愭暔(拠夘),,姅幃夛幮僆僼傿僗僫僈僞,-,"=""078-995-3662""",嬻桳,,6750122
戄抧,R00175-015049,,,,,傾乕僇僀僽(惉栺),柍,396000,,奒,-,怮壆愳巗揰栰5挌栚偺戄抧亂210捸亃,,戝嶃晎怮壆愳巗揰栰俆挌栚4-3,,,,,,,,695.54,,210.4,1883,2025/10/02,"2025/10/02 11:19","2025/12/15 11:47",愭暔(拠夘),,乮姅乯僆僼傿僗丒傾僪僶儞僗,-,"=""072-635-5310""",,,5720077
憅屔,R00175-014981,,,,,傾乕僇僀僽(惉栺),柍,385000,,奒,1977擭05寧,戝嶃巗梽愳嬫揷愳杒3挌栚偺戄憅屔亂42捸亃,,戝嶃晎戝嶃巗梽愳嬫揷愳杒俁挌栚5-40,,,3.00,1.00,,,,151.88,139.77,42.28,9106,2025/12/09,"2025/09/05 11:17","2025/12/15 11:38",愭暔(拠夘),,姅幃夛幮僩僠僞僥價儖僨傿儞僌,-,"=""06-6975-7780""",,,5320021
憅屔,R00175-014867,,,,嬻,傾乕僇僀僽(惉栺),柍,495000,,奒,1980擭12寧,暫屔導壛屆愳巗旜忋挰梴揷偺戄憅屔亂172捸亃,,暫屔導壛屆愳巗旜忋挰梴揷1508-2,,,3.00,2.00,,,,461.38,569.25,172.19,2875,2025/10/15,"2025/07/04 14:04","2025/12/15 11:35",愭暔(拠夘),,戝郪嫽嶻乮姅乯,-,"=""078-335-6445""",,丒攧攦偁傝丗B00175-000398,6750025
憅屔,R00175-014824,,,,,傾乕僇僀僽(惉栺),柍,330000,,奒,-,敧旜巗暉塰挰1挌栚偺戄憅屔亂73捸亃,,戝嶃晎敧旜巗暉塰挰侾挌栚2-2,,,2.00,2.00,,,,388.56,244.12,73.84,4469,2025/10/15,"2025/06/23 11:56","2025/12/15 10:53",愭暔(拠夘),,僆僆僒僇價儖僪乮姅乯,-,"=""072-943-4313""",,,5810844
憅屔,R00175-014871,,,,嬻,傾乕僇僀僽(惉栺),柍,968000,,奒,1993擭11寧,榓愹巗旍巕挰2挌栚偺戄憅屔亂122捸亃,,戝嶃晎榓愹巗旍巕挰俀挌栚9-53,,,1760000,1936000,,,,1716.18,403.47,122.04,7932,2025/10/07,"2025/07/07 11:40","2025/12/15 10:44",愭暔(拠夘),,俙俠俼俤乮姅乯怱嵵嫶巟幮,儎儅僆僇條丗090-3610-9100,"=""06-6543-6722""",嬻桳,"2025.10.7丂惉栺仺暅妶

仸R00175-014713乮2025.7.7彜択拞乯
扴摉丗儎儅僆僇條/090-3610-9100",5940076
揦曑帠柋強(寶暔堦妵),R00175-014775,,,,嬻,傾乕僇僀僽(惉栺),柍,1320000,,奒,1986擭12寧,嫗搒晎嫗搒巗拞嫗嬫栶峴幰挰偺戄揦曑丒帠柋強亂121捸亃,,嫗搒晎嫗搒巗拞嫗嬫幒挰捠嶰忦忋傞栶峴幰挰372,,,,1.00,3.00,,,,402.90,121.87,10831,2025/10/16,"2025/06/03 13:14","2025/12/15 10:41",愭暔(拠夘),,乮姅乯償傿僈乕僐乕億儗乕僔儑儞,-,"=""047-401-0100""",嬻桳,,6048174
憅屔,R00175-014825,,,,嬻,傾乕僇僀僽(惉栺),柍,396000,,奒,2011擭01寧,悂揷巗娸晹杒2挌栚偺戄憅屔亂52捸亃,,戝嶃晎悂揷巗娸晹杒俀挌栚1-20,,,,1.00,7.00,,1.00,136.97,173.06,52.35,7565,2025/10/10,"2025/06/23 12:59","2025/12/15 10:40",愭暔(拠夘),,乮姅乯傾儘儔儞僪,-,"=""03-5809-1222""",嬻桳,2025.10.10丂1斣庤怽偟崬傒偁傝(2斣庤庴晅壜),5640001
憅屔,R00175-015062,,,,嬻,傾乕僇僀僽(惉栺),柍,715000,,1奒,2016擭04寧,怮壆愳巗嶿椙惣挰偺戄憅屔亂139捸亃,,戝嶃晎怮壆愳巗嶿椙惣挰6-23,,,3.00,2.00,,,,,429.75,129.99,5501,2025/10/09,"2025/10/09 14:05","2025/12/12 17:43",帺幮,堦斒攠夘,姅幃夛幮僙儞僠儏儕乕僟僀僜乕,曱嶳,"=""06-6136-0555""",嬻桳,"2025.12.12 懠晄摦嶻夛幮偱宊栺

曱嶳偝傫扴摉暔審
仸R00175-014861丒R00175-013453偱傕曞廤偁傝",5720818
戄抧,R00175-015108,,,,峏抧,傾乕僇僀僽(惉栺),柍,420000,,奒,-,暫屔導恄屗巗搶撳嬫嫑嶈撿挰3挌栚偺戄抧亂90捸亃,,暫屔導恄屗巗搶撳嬫嫑嶈撿挰俁挌栚2-31,,,2000000,500000,,,,297.90,,90.11,4661,2025/10/30,"2025/10/30 13:13","2025/12/12 13:11",愭暔(拠夘),,乮姅乯壀杮岺柋揦,-,"=""078-200-5703""",,,6580025
憅屔,R00175-014610,,,,,岞奐壜,柍,440000,,奒,1975擭11寧,榓壧嶳導榓壧嶳巗杒搰偺戄憅屔亂100捸亃,,榓壧嶳導榓壧嶳巗杒搰53,3300,,3.00,2.00,,,,,332.55,100.59,4374,2026/07/29,"2025/04/03 13:41","2025/12/12 12:08",愭暔(拠夘),,偁偐傑偮晄摦嶻(姅),-,"=""073-494-3658""",嬻桳,"2025.10.16丂仸拲堄仸
幨恀栧斷偺偝傜偵墱懁偑奩摉暔審丅慜柺晘抧偼嫟桳丅
暔妋FAX憲怣嵪 2025.11.7",6408403
憅屔,R00175-014573,,,,巊梡拞,傾乕僇僀僽(惉栺),柍,363000,,奒,2016擭12寧,搶戝嶃巗戝楡杒1挌栚偺戄憅屔亂32捸亃,,戝嶃晎搶戝嶃巗戝楡杒侾挌栚11-2,,,2.00,1.00,,,,,105.85,32.01,11337,2025/11/14,"2025/03/07 14:10","2025/12/12 11:33",愭暔(拠夘),,姅幃夛幮僙儞僠儏儕乕僟僀僜乕,媑揷夒,"=""06-6136-0555""",嬻桳,"2025.7.28丂
丒捓椏丗39.6枩墌仺36.3枩墌

扴摉丗媑揷MGR(仸僗僥乕僕傕3寧偐傜曞廤偁傝)
",5770826
憅屔,R00175-015148,,,,嬻,傾乕僇僀僽(惉栺),柍,1100000,,奒,1992擭01寧,搶戝嶃巗庒峕惣怴挰5挌栚偺戄憅屔亂221捸亃,,戝嶃晎搶戝嶃巗庒峕惣怴挰俆挌栚1-2,,,,,3.00,,,753.71,731.29,221.21,4973,2025/11/14,"2025/11/14 11:11","2025/12/12 10:11",愭暔(拠夘),,乮姅乯儐僫僀僥僢僪儂乕儉,-,"=""06-6726-1188""",嬻桳,,5780944
岺応,R00175-015126,,,,嬻,傾乕僇僀僽(惉栺),柍,770000,,1奒,1974擭10寧,朙拞巗柤恄岥1挌栚偺戄岺応亂98捸亃,,戝嶃晎朙拞巗柤恄岥侾挌栚5-18,,,,,3500000,,,,324.00,98.01,7857,2025/11/07,"2025/11/07 11:34","2025/12/11 17:50",愭暔(拠夘),,,殸岝,"=""080-9456-3682""",嬻桳,,5610841
憅屔,R00175-015106,,,,嬻,傾乕僇僀僽(惉栺),柍,550000,,奒,1983擭01寧,戝嶃巗惣梽愳嬫屼暭搰1挌栚偺戄憅屔亂122捸亃,,戝嶃晎戝嶃巗惣梽愳嬫屼暭搰侾挌栚9-23,,,,,3.00,,,,403.44,122.04,4507,2025/10/30,"2025/10/30 11:51","2025/12/11 10:39",愭暔(拠夘),,嶰榓彜帠,-,"=""06-6474-2000""",嬻桳,,5550012
憅屔,R00175-015069,,,,巊梡拞,傾乕僇僀僽(惉栺),柍,550000,,奒,1991擭02寧,搶戝嶃巗怴挰偺戄憅屔亂99捸亃,,戝嶃晎搶戝嶃巗怴挰9-8,,,,,1500000,,,473.42,329.34,99.62,5521,2025/10/28,"2025/10/15 13:07","2025/12/10 14:25",愭暔(拠夘),,姅幃夛幮斅憅晄摦嶻,-,"=""072-965-0505""",嬻桳,,5798037
岺応,R00175-015020,,,,巊梡拞,傾乕僇僀僽(惉栺),柍,440000,,奒,-,搶戝嶃巗崅堜揷杮捠2挌栚偺戄岺応亂57捸亃,,戝嶃晎搶戝嶃巗崅堜揷杮捠俀挌栚1-24,,,1.00,2.00,,,,196.13,189.22,57.23,7688,2025/10/01,"2025/09/22 09:39","2025/12/10 14:02",愭暔(拠夘),,姅幃夛幮惣擔杮儕價儞僌丒僒億乕僩,-,"=""06-4307-4225""",嬻桳,,5770066
憅屔,R00175-015109,,,,嬻,傾乕僇僀僽(惉栺),柍,715000,,1奒,1973擭09寧,朙拞巗彲撪塰挰5挌栚偺戄憅屔亂100捸亃,,戝嶃晎朙拞巗彲撪塰挰俆挌栚11-10,,,2600000,1430000,,,,,330.58,100,7150,2025/10/30,"2025/10/30 13:27","2025/12/10 13:58",愭暔(拠夘),,姅幃夛幮僗儁乕僗丒儕乕僟乕,-,"=""06-6310-7510""",嬻桳,,5610834
憅屔,R00175-014861,,,,嬻,傾乕僇僀僽(惉栺),柍,1280000,,1奒,2016擭04寧,怮壆愳巗嶿椙惣挰偺戄憅屔亂139捸亃,,戝嶃晎怮壆愳巗嶿椙惣挰6-23,,,3.00,2.00,,,,877.65,459.75,139.07,9204,2025/11/14,"2025/07/03 10:24","2025/12/10 11:31",帺幮,堦斒攠夘,姅幃夛幮僙儞僠儏儕乕僟僀僜乕,曱嶳,"=""06-6136-0555""",嬻桳,"2025.12.9丂暿晄摦嶻夛幮偱宊栺
仸暔審帒椏偼丄揧晅偟偰偄傞倠.傪巊梡偟偰偔偩偝偄丅
曱嶳偝傫扴摉暔審",5720818
戄抧,R00175-015103,,,,偦偺懠,岞奐壜,柍,400000,,奒,-,嫗搒晎捲婌孲塅帯揷尨挰戝帤崅旜彫帤塝嶳偺戄抧亂309捸亃,,嫗搒晎捲婌孲塅帯揷尨挰戝帤崅旜彫帤塝嶳1-3,,,,1.00,,,,1022.56,,309.32,1294,2026/06/23,"2025/10/30 11:01","2025/12/10 10:36",愭暔(拠夘),,乮姅乯晄摦嶻儔儃,-,"=""0774-20-2021""",,丒廧強丗彫帤塝嶳1-3丄彫帤壓戝尨1-7,6100251
揦曑帠柋強(寶暔堦妵),R00175-015174,,,,嬻,岞奐壜,柍,2530000,,奒,2019擭04寧,嫗搒晎嫗搒巗暁尒嬫拞搰奜嶳挰偺戄揦曑丒帠柋強亂211捸亃,,嫗搒晎嫗搒巗暁尒嬫拞搰奜嶳挰30,,,,,10.00,,,1094.02,700.00,211.75,11949,2026/07/22,"2025/11/26 14:51","2025/12/10 10:26",愭暔(拠夘),,捯晄摦嶻乮姅乯,-,"=""075-585-2540""",嬻桳,,6128455
憅屔,R00175-014918,,,,嬻,傾乕僇僀僽(惉栺),柍,440000,,奒,1973擭01寧,暫屔導恄屗巗惣嬫敟扟挰暉扟偺戄憅屔亂137捸亃,,暫屔導恄屗巗惣嬫敟扟挰暉扟684,,,2.00,,,1.00,,,454.00,137.33,3204,2025/10/06,"2025/07/29 12:49","2025/12/09 13:43",愭暔(拠夘),,嶃揷晄摦嶻姅幃夛幮,-,"=""078-928-2626""",嬻桳,"2025.10.28
丒捓椏丗55枩墌仺44枩墌",6512233
戄抧,R00175-014928,,,,峏抧,岞奐壜,柍,400000,,奒,-,撧椙導妧尨巗妺杮挰偺戄抧亂680捸亃,,撧椙導妧尨巗妺杮挰350-1,,,,3.00,,,,2250.00,,680.62,588,2026/06/12,"2025/08/04 12:51","2025/12/09 13:40",愭暔(拠夘),,嵶嶳彜帠姅幃夛幮,-,"=""0744-22-0055""",,"2025.12.9
丒捓椏丗50枩墌仺40枩墌

仸応強晄柧丄抧恾枹巜掕偱偡丅妋擣偍婅偄偟傑偡丅",6340007
戄抧,R00175-014475,,,,峏抧,岞奐壜,柍,399500,,奒,-,嶄巗旤尨嬫暯旜偺戄抧亂469捸亃,,戝嶃晎嶄巗旤尨嬫暯旜146-1,,,,,2000000,,,1553.71,,469.99,851,2026/06/15,"2025/01/20 11:57","2025/12/09 13:29",愭暔(拠夘),,嫤塰抧寶姅幃夛幮,-,"=""072-938-6677""",,"2025.12.9
儊儌丗宊栺屻偵擾揮(戄庡晧扴)丄摴楬偐傜1m壓偑偭偰偄傞偑憿惉偼戄庡晧扴

暔妋FAX憲怣嵪 2025.2.6摗尨
丒応強丗僌乕僌儖儅僢僾偱偼丄旤尨嬫彫暯旜247-1乮姅乯愹旜彜夛偺撿懁",5870022
揦曑(寶暔堦妵),R00175-014571,,,,嬻,傾乕僇僀僽(惉栺),柍,660000,,奒,-,塇塯栰巗惣塝偺戄揦曑亂99捸亃,,戝嶃晎塇塯栰巗惣塝1127-3,,,,,5.00,,,1737.00,328.50,99.37,6642,2025/10/02,"2025/03/07 13:41","2025/12/09 13:28",愭暔(拠夘),,嫤塰抧寶姅幃夛幮,徏堜,"=""072-938-6677""",嬻桳,"2025.10.2丂暔妋帪妋擣帠崁
丒挷惍嬫堟偺偨傔丄嬈庬妋擣傪峴惌傊偡傞偲NG丅
仺嫤塰抧寶條傛傝塇塯栰巗傊妋擣偝傟丄妋擣偝傟傞偲偳偆偟偰傕NG夞摎偵側傞偑丄
栚棫偭偨嬈庬偱側偗傟偽壗傜偐偺捠曬偑偝傟側偄尷傝塇塯栰巗偼栚傪偮傇傞偲偄偆夞摎偩偭偨傛偆偱偡丅

2025.7.10
丒捓椏丗99枩墌仺66枩墌
丒尦晅丗僇儉僥僀仺嫤塰抧寶",5830861
岺応,R00175-014955,,,,嬻,傾乕僇僀僽(惉栺),柍,495000,,奒,1978擭03寧,攼尨巗墌柧挰偺戄岺応亂99捸亃,,戝嶃晎攼尨巗墌柧挰1000-107,,,,,5.00,,,,328.59,99.39,4980,2025/10/01,"2025/08/21 11:00","2025/12/09 13:27",愭暔(拠夘),,嫤塰抧寶姅幃夛幮,-,"=""072-938-6677""",嬻桳,,5820027
憅屔,R00175-013997,,,,巊梡拞,傾乕僇僀僽(惉栺),柍,1540000,,奒,1992擭01寧,搶戝嶃巗怴彲惣偺戄憅屔亂207捸亃,,戝嶃晎搶戝嶃巗怴彲惣10-35,,,,,6.00,,,728.18,684.30,207,7440,2025/10/28,"2024/05/30 09:33","2025/12/09 11:59",愭暔(拠夘),,朙揷嶻嬈乮姅乯,慜揷丗090-7117-4384,"=""06-6385-3818""",,"2025.11.21丂彜択拞(2斣庤庴晅偼搒搙梫妋擣)

2025.10.7丂惉栺仺暅妶
丒捓椏丗148.5枩墌仺154枩墌
丒尦晅丗2win仺朙揷嶻嬈
仸栤崌偣偼扴摉慜揷條傊丗090-7117-4384

尦晅丗桳尷夛幮僀乕僗僩丒僄乕僕僃儞僔乕乥TEL:06-6773-1500
摌偝傫傛傝2win偐傜偺埬撪偲偺偙偲偱丄尦晅偼2win偵偟偰偄傑偡丅
儘僕僐儘旕宖嵹乮儅僢僠儞僌偺傒乯",5780964
憅屔,R00175-014964,,,,,傾乕僇僀僽(惉栺),柍,935000,,奒,1976擭01寧,戝嶃巗搶廧媑嬫岞墍撿栴揷3挌栚偺戄憅屔亂234捸亃,,戝嶃晎戝嶃巗搶廧媑嬫岞墍撿栴揷俁挌栚23-9,,,3.00,2.00,,,,,775.70,234.64,3985,2025/10/30,"2025/08/28 13:35","2025/12/09 11:51",愭暔(拠夘),,姅幃夛幮僕乕僾儖,-,"=""06-4300-3494""",嬻桳,,5460024
憅屔,R00175-014155,,,,嬻,傾乕僇僀僽(惉栺),柍,290000,,奒,1971擭07寧,愛捗巗堦捗壆2挌栚偺戄憅屔亂71捸亃,,戝嶃晎愛捗巗堦捗壆俀挌栚28-11,,,4.00,2.00,,,,129.13,235.05,71.1,4079,2025/10/10,"2024/08/26 10:54","2025/12/09 11:15",愭暔(拠夘),,姅幃夛幮僩僠僞僥價儖僨傿儞僌,-,"=""06-6975-7780""",,"2025.4.28丂捓椏曄峏
35枩仺29枩

2025丅6.30丂捓戄偐傜攧攦傊乮2500枩惻崬乯",5660043
憅屔,R00175-014718,,,,,傾乕僇僀僽(惉栺),柍,580000,,奒,1973擭04寧,奓捤巗墹巕偺戄憅屔亂203捸亃,,戝嶃晎奓捤巗墹巕1014-1,,,4.00,2.00,,,,383.33,672.81,203.52,2850,2025/10/10,"2025/05/16 11:32","2025/12/09 11:13",愭暔(拠夘),,姅幃夛幮僩僠僞僥價儖僨傿儞僌,-,"=""06-6975-7780""",嬻桳,,5970051
憅屔,R00175-014892,,,,,傾乕僇僀僽(惉栺),柍,440000,,奒,1988擭11寧,愹戝捗巗斅尨挰4挌栚偺戄憅屔亂116捸亃,,戝嶃晎愹戝捗巗斅尨挰係挌栚16-16,,,,,3.00,1.00,,264.47,386.52,116.92,3764,2025/10/10,"2025/07/17 14:41","2025/12/09 11:12",愭暔(拠夘),,姅幃夛幮僩僠僞僥價儖僨傿儞僌,摗杮丗080-3786-7735,"=""06-6975-7780""",嬻桳,,5950033
岺応,R00175-014859,,,,嬻,傾乕僇僀僽(惉栺),柍,550000,,奒,1972擭12寧,嫗搒晎嫗搒巗撿嬫忋捁塇撧恵栰挰偺戄岺応亂136捸亃,,嫗搒晎嫗搒巗撿嬫忋捁塇撧恵栰挰34-1,,,2.00,1.00,,,,329.70,451.31,136.52,4029,2025/10/10,"2025/07/02 12:52","2025/12/05 11:55",愭暔(拠夘),,姅幃夛幮僩僠僞僥價儖僨傿儞僌,-,"=""06-6975-7780""",嬻桳,"2025.12.4 惉栺",6018146
憅屔,R00175-015093,,,,嬻,傾乕僇僀僽(惉栺),柍,660000,,奒,1989擭07寧,嫗搒晎嫗搒巗撿嬫忋捁塇悰揷挰偺戄憅屔亂139捸亃,,嫗搒晎嫗搒巗撿嬫忋捁塇悰揷挰50,,,2000000,1200000,,,,456.95,462.35,139.86,4719,2025/12/04,"2025/10/23 10:59","2025/12/05 11:52",愭暔(拠夘),,乮姅乯僆僼傿僗儀儕乕,-,"=""075-573-2221""",,2025.12.2丂彜択拞乮3斣庤傑偱偁傝乯,6018102
岺応,R00175-014977,,,,嬻,傾乕僇僀僽(惉栺),柍,300000,,奒,1984擭08寧,暫屔導昉楬巗暿強挰暿強2挌栚偺戄岺応亂110捸亃,,暫屔導昉楬巗暿強挰暿強俀挌栚55,,,3.00,3.00,,,,1082.65,366.83,110.96,2704,2025/10/20,"2025/09/02 13:31","2025/12/05 11:02",愭暔(拠夘),,乮桳乯僷僽儕僢僋晄摦嶻,-,"=""079-286-8660""",嬻桳,"2025.9.18
丒捓椏丗35枩墌仺30枩墌",6710221
